股號,公司,五年內發放次數,最近一次發放,上次紀念品,最近股價,五年紀念品總估值,新版性價比,新版推薦評分,去年條件,五年發放紀念品
4714,永捷,5,2025,金盞草外泌體複方膠囊(全素)乙包,15.4,250,16.23,5 星,電子投票截圖,"(2025)金盞草外泌體複方膠囊(全素)乙包
(2024)朝和生醫葉黃素魚油軟膠囊一包10粒
(2023)洋甘菊舒緩潤膚皂70克三入
(2022)毛寶繽紛花園抗菌洗手乳
(2021)折疊小板凳"
4716,大立,5,2025,蜂王小草本皂二入,14.1,220,15.6,5 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)春之玫瑰精油造形香皂乙顆
(2023)病毒GG四合一多功能防疫筆
(2022)病毒GG四合一多功能防疫筆
(2021)護目鏡(含防塵袋)"
4721,美琪瑪,5,2025,7-11 50元商品卡,68.3,250,3.66,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
4728,雙美,5,2025,金屬旋轉摺疊手機支架,388.5,185,0.48,3 星,電子投票截圖,"(2025)金屬旋轉摺疊手機支架
(2024)全家禮物卡35元
(2023)全家禮物卡35元
(2022)全家禮物卡35元
(2022)法國Luminarc餐盤二入組"
4735,豪展,7,2025,7-11 50元商品卡,30.4,400,12.89,5 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2024)7-11商品卡100元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元
(2021)7-11商品卡50元"
4737,華廣,1,2022,7-11商品卡100元,60.4,100,0.33,2 星,,(2022)7-11商品卡100元
4739,康普,4,2025,全家 35元商品卡,77.9,170,1.75,5 星,電子投票截圖,"(2025)全家 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
4743,合一,3,2025,外泌體精華液,57.3,120,1.26,4 星,電子投票截圖,"(2025)外泌體精華液
(2024)棉花田桔梗飲6入
(2023)(已兌換,隨機出貨)FMC保健錠劑系列*1瓶"
4744,皇將,4,2025,全家 50元商品卡,32.9,200,3.4,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
4746,台耀,5,2025,7-11 中杯美式咖啡卡,55.1,195,3.54,5 星,電子投票截圖,"(2025)7-11 中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
4749,新應材,4,2025,7-11 50元商品卡,925,200,0.17,2 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
4754,國碳科,2,2025,酒精噴霧筆,38.1,80,0.84,4 星,電子投票截圖,"(2025)酒精噴霧筆
(2024)酒精噴霧筆"
4804,大略-KY,5,2025,全家 50元商品卡,5.05,250,49.5,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
4806,桂田文創,7,2025,牛樟芝菌絲體精粹,12.45,330,37.11,5 星,電子投票截圖,"(2025)牛樟芝菌絲體精粹
(2024)全家禮物卡50元
(2024)加捷清廢茶茶包(5g)x2包(食品)
(2023)全家禮物卡50元
(2023)全家禮物卡50元
(2023)全家禮物卡50元
(2022)7-11商品卡50元"
4807,日成-KY,1,2021,精美飾品,16.55,40,0.48,3 星,,(2021)精美飾品
4903,聯光通,8,2025,常健順暢益生菌,43.35,340,12.55,5 星,電子投票截圖,"(2025)常健順暢益生菌
(2024)甲魚全沛全方位維他命
(2023)犇牛樟芝菌絲體精粹30ml(食品)
(2022)全家禮物卡50元
(2022)全家禮物卡35元
(2022)7-11商品卡50元
(2022)7-11商品卡35元
(2021)全家禮物卡50元"
4906,正文,5,2025,指甲剪套裝組,26.15,240,6.42,5 星,電子投票截圖和身分證件正本,"(2025)指甲剪套裝組
(2024)條紋收納包
(2023)典雅原子筆
(2022)360度吸盤手機支架
(2021)媽祖保庇 額溫檢測卡"
4908,前鼎,5,2025,充電式手電筒,106,220,1.45,4 星,電子投票截圖和身分證件正本,"(2025)充電式手電筒
(2024)妙管家口袋杯
(2023)可折疊桌面手機支架(夆典前鼎聯合東華)
(2022)沙威隆抗菌皂 85克二入
(2021)沙威隆抗菌皂 85克二入"
4909,新復興,5,2025,7-11 35元商品卡,60.9,175,2.87,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)全家禮物卡35元
(2021)7-11商品卡35元"
4912,聯德控股-KY,2,2025,7-11 50元商品卡,87.5,100,0.46,3 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元"
4916,事欣科,4,2025,7-11 50元商品卡,60.7,200,2.64,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
4923,力士,2,2024,7-11商品卡100元,31.05,200,2.58,5 星,電子投票截圖,"(2024)7-11商品卡100元
(2023)7-11商品卡100元"
4927,泰鼎-KY,5,2025,可掛式擦手巾,44.6,220,4.93,5 星,電子投票截圖,"(2025)可掛式擦手巾
(2024)三段磨刀器
(2023)修甲美容4件組
(2022)依必朗 抗菌洗手乳 220ml
(2021)沙威隆抗菌洗手乳180ml"
4930,燦星網,2,2023,燦坤贈品券(100元),20.55,200,3.89,5 星,,"(2023)燦坤贈品券(100元)
(2022)燦坤贈品券(100元)"
4931,新盛力,5,2025,7-11 50元商品卡,147,450,3.06,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡100元
(2022)7-11商品卡200元
(2022)7-11商品卡50元"
4934,太極,5,2025,7-11 35元商品卡,18.65,175,9.38,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
4939,亞電,5,2025,全家 35元商品卡,33.8,225,4.66,5 星,電子投票截圖和身分證件正本,"(2025)全家 35元商品卡
(2024)7-11商品卡50元
(2023)7-11(45元咖啡卡)
(2022)7-11(45元咖啡卡)
(2021)7-11商品卡50元"
4943,康控-KY,3,2023,沙威隆抗菌組合,12,120,6,5 星,,"(2023)沙威隆抗菌組合
(2022)伊莎貝爾洗淨禮盒
(2022)伊莎貝爾日用品禮盒"
4946,辣椒,6,2025,"香氛片(屆時如數量不足,將以等值商品替代之)",146.5,280,2.29,5 星,,"(2025)香氛片(屆時如數量不足,將以等值商品替代之)
(2023)彈跳保溫杯200ml
(2023)PINK&VEN隨身鏡
(2022)小麥手機架玻璃瓶
(2022)小麥手機架玻璃瓶
(2021)環保餐具組(辣椒)"
4950,金耘國際,5,2024,愛佳寶420不鏽鋼料理剪刀,15.5,320,20.65,5 星,電子投票截圖,"(2024)愛佳寶420不鏽鋼料理剪刀
(2024)7-11商品卡50元
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2023)7-11商品卡50元"
4953,緯軟,5,2025,全家 50元商品卡,117,250,1.5,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
4956,光鋐,5,2025,玻璃碗,31.2,230,7.37,5 星,電子投票截圖,"(2025)玻璃碗
(2024)MINI健康捲尺
(2023)伊莎貝爾櫻花香皂75克三入組
(2022)伊莎貝爾香皂75克三入
(2021)伊莎貝爾 手工的皂二入 白麝香 活力草"
4960,誠美材,7,2025,CMMTx灣A麻吉聯名限定森活杯,23.25,380,22.88,5 星,電子投票截圖,"(2025)CMMTx灣A麻吉聯名限定森活杯
(2024)玻璃微波保鮮盒650ML
(2023)7-11商品卡50元
(2022)7-11商品卡100元
(2022)7-11商品卡50元
(2021)7-11商品卡50元
(2021)7-11商品卡50元"
4961,天鈺,4,2025,宜睿好禮即享券(50元),144.5,200,1.11,4 星,電子投票截圖,"(2025)宜睿好禮即享券(50元)
(2024)宜睿好禮即享券50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
4967,十銓,5,2025,全家 50元商品卡,197,300,1.52,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡100元
(2021)全家禮物卡50元"
4968,立積,5,2025,全家 50元商品卡,104,250,2.4,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
4971,IET-KY,4,2025,7-11 中杯美式咖啡卡,464,170,0.21,2 星,電子投票截圖和身分證件正本,"(2025)7-11 中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)7-11中杯美式或現萃茶提貨卡
(2022)7-11中杯美式或現萃茶提貨卡"
4973,廣穎,5,2025,妙管家公道先生洗潔精(500g),67.2,210,3.12,5 星,電子投票截圖,"(2025)妙管家公道先生洗潔精(500g)
(2024)實用保鮮密封棒5入
(2023)伊莎貝爾尤加利潔手慕斯250ml
(2022)毛寶除霉防霉抗菌洗衣精
(2021)伊莎貝爾無患子洗手乳250ml"
4974,亞泰,5,2025,7-11 50元商品卡,72.6,260,3.58,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)小雛菊袖套
(2023)7-11商品卡50元
(2022)多功能微波保鮮盒
(2021)修容7件組"
4976,佳凌,4,2025,統一超商45元咖啡卡,29,185,5.1,5 星,,"(2025)統一超商45元咖啡卡
(2024)7-11(45元咖啡卡)
(2023)7-11(45元咖啡卡)
(2022)7-11商品卡50元"
4977,眾達-KY,2,2025,宜睿好禮即享券(35元),187,70,0.15,2 星,電子投票截圖,"(2025)宜睿好禮即享券(35元)
(2024)宜睿好禮即享券35元"
4979,華星光,5,2025,7-11 中杯美式咖啡卡,401.5,215,0.54,3 星,電子投票截圖,"(2025)7-11 中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)7-11中杯美式或現萃茶提貨卡
(2022)7-11商品卡35元
(2021)7-11商品卡50元"
4991,環宇-KY,2,2025,宜睿好禮即享券(35元),331.5,70,0.08,1 星,電子投票截圖,"(2025)宜睿好禮即享券(35元)
(2024)7-11商品卡35元"
4999,鑫禾,5,2025,廚房料理剪刀,22.5,290,12.89,5 星,電子投票截圖,"(2025)廚房料理剪刀
(2024)愛佳寶420不鏽鋼料理剪刀
(2023)家魔仕四合一多功能開瓶器
(2022)伊莎貝爾香皂75克三入
(2021)伊莎貝爾無患子洗手乳250ml"
5009,榮剛,4,2025,甲魚全沛全方位維他命(10粒),33.05,170,4.11,5 星,電子投票截圖,"(2025)甲魚全沛全方位維他命(10粒)
(2024)甲魚全沛全方位維他命
(2023)甲魚全沛全方位維他命
(2022)7-11商品卡50元"
5011,久陽,7,2025,甲魚全沛全方位維他命(10粒),14.3,280,27.41,5 星,電子投票截圖,"(2025)甲魚全沛全方位維他命(10粒)
(2025)甲魚全沛全方位維他命(10粒)
(2024)加捷清廢茶茶包(5g)x2包(食品)
(2023)犇牛樟芝菌絲體精粹30ml(食品)
(2022)7-11商品卡35元
(2021)7-11商品卡35元
(2021)7-11商品卡50元"
5014,建錩,5,2025,全家 中杯美式咖啡卡,10.5,250,23.81,5 星,電子投票截圖,"(2025)全家 中杯美式咖啡卡
(2024)全家經典中杯美式咖啡券(期限20270630)
(2023)全家經典中杯美式咖啡券
(2022)全家經典中杯美式咖啡券
(2021)全家經典中杯美式咖啡券"
5015,華祺,1,2024,7-11商品卡100元,26.3,100,0.76,3 星,電子投票截圖,(2024)7-11商品卡100元
5202,力新,5,2025,常健順暢益生菌,14.8,270,18.24,5 星,電子投票截圖,"(2025)常健順暢益生菌
(2024)甲魚全沛全方位維他命
(2023)犇牛樟芝菌絲體精粹30ml(食品)
(2021)全家禮物卡100元
(2021)全家禮物卡50元"
5203,訊連,3,2025,7-11 中杯美式咖啡卡,63.9,140,1.31,4 星,電子投票截圖,"(2025)7-11 中杯美式咖啡卡
(2024)7-11(45元咖啡卡)
(2023)7-11(45元咖啡卡)"
5210,寶碩,3,2025,7-11 35元商品卡,20.9,135,3.88,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
5222,全訊,3,2025,全家 50元商品卡,133.5,150,0.47,3 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元"
5227,立凱-KY,6,2025,7-11 50元商品卡,25.75,440,20.5,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡100元
(2023)7-11商品卡100元
(2022)7-11商品卡100元
(2021)康寧 VISIONS晶彩琥珀8.5吋深盤
(2021)7-11商品卡50元"
5230,雷笛克光學,5,2025,菲蘇德美燕麥潔膚皂二入,16.5,240,14.55,5 星,電子投票截圖,"(2025)菲蘇德美燕麥潔膚皂二入
(2024)沙威隆抗菌皂 80克二入
(2023)可拆式環保餐具四件組
(2022)毛寶洗碗精(潔淨強化) 450克
(2021)伊莎貝爾香皂三入"
5243,乙盛-KY,3,2025,硅藻土杯墊,73,130,1.07,4 星,電子投票截圖,"(2025)硅藻土杯墊
(2024)硅藻土杯墊
(2023)蜂王草本植舒亮澤皂一入"
5251,天鉞電,5,2025,南僑水晶肥皂,31.3,250,7.99,5 星,電子投票截圖,"(2025)南僑水晶肥皂
(2024)水晶肥皂食器洗滌液體100ml
(2023)蜂蜜水嫩皂100克
(2022)蜂膠草本抗菌皂100克
(2021)蜂王皂60克二入"
5258,虹堡,3,2025,素色雙邊側袋保溫保冷袋,45.9,130,1.7,5 星,電子投票截圖,"(2025)素色雙邊側袋保溫保冷袋
(2024)洋甘菊舒緩潤膚皂70克三入
(2023)法國Luminarc時光沙拉碗"
5263,智崴,5,2025,體驗優惠券,99.4,380,3.82,5 星,電子投票截圖,"(2025)體驗優惠券
(2024)智崴集團體驗優惠券
(2023)i-Ride體驗兌換券
(2022)i-Ride體驗兌換券
(2021)i-Ride體驗兌換券"
5272,笙科,5,2025,全家 50元商品卡,21.85,250,8.01,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
5283,禾聯碩,2,2025,抗菌清潔組,56.7,140,0.99,4 星,電子投票截圖,"(2025)抗菌清潔組
(2025)超商100元商品卡"
5289,宜鼎,3,2025,7-11 50元商品卡,1015,150,0.09,1 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2021)7-11商品卡50元"
5299,杰力,2,2022,7-11商品卡50元,78.1,100,0.51,3 星,,"(2022)7-11商品卡50元
(2021)7-11商品卡50元"
5309,系統電,6,2025,碗筷組,59.6,320,6.44,5 星,電子投票截圖,"(2025)碗筷組
(2024)妙管家口袋杯
(2023)萬用工具
(2023)妙管家口袋杯
(2022)馬克杯(SYS)
(2021)陶瓷不鏽鋼餐具組(系統)"
5314,世紀*,2,2023,洋甘菊舒緩潤膚皂70克三入,73.7,90,0.49,3 星,,"(2023)洋甘菊舒緩潤膚皂70克三入
(2022)沙威隆抗菌洗手乳180ml"
5315,光聯,5,2025,台灣米,23.15,350,15.12,5 星,電子投票截圖,"(2025)台灣米
(2024)我的一畝田白米 600克
(2023)我的一畝田白米 600克
(2022)我的一畝田白米 600克
(2021)我的一畝田白米 600克"
5328,華容,5,2025,充電式磁吸感應燈,26.8,200,5.22,5 星,電子投票截圖和身分證件正本,"(2025)充電式磁吸感應燈
(2024)USB Type-C to C 傳輸充電編織線
(2023)隱藏式雙掛勾(一入)
(2022)口罩收納組合(口罩三入加純水濕巾10抽加夾鏈袋)
(2021)口罩收納組合(口罩三入加純水濕巾10抽加夾鏈袋)"
5351,鈺創,5,2025,全家 50元商品卡,63.8,250,3.92,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮贈卡50元(鈺創 期限9/30)"
5355,佳總,5,2025,木漿清潔海棉,7.58,240,31.66,5 星,電子投票截圖,"(2025)木漿清潔海棉
(2024)蜂王薰衣草香芬皂70克
(2023)蜂王薰衣草香芬皂70克
(2022)台灣茶摳 蜂王乳護膚皂70克
(2021)沙威隆抗菌清潔皂85克"
5356,協益,5,2025,萊爾富 35元商品卡,24.75,240,9.7,5 星,電子投票截圖,"(2025)萊爾富 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡100元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
5371,中光電,4,2025,心苑米,81.1,280,2.76,5 星,電子投票截圖,"(2025)心苑米
(2023)真空包裝米(心苑米600克)
(2022)真空包裝米(心苑米600克)
(2021)真空包裝米(心苑米600克)"
5386,青雲,4,2025,伊莎貝爾香皂2入,314,200,0.51,3 星,電子投票截圖,"(2025)伊莎貝爾香皂2入
(2024)伊莎貝爾櫻花香皂75克二入組
(2023)伊莎貝爾櫻花香皂75克二入組
(2022)伊莎貝爾香皂75克二入"
5392,能率,6,2025,蘭花洗衣膠囊,39.45,300,9.13,5 星,電子投票截圖,"(2025)蘭花洗衣膠囊
(2024)奇蹟蘭花洗衣膠囊4顆
(2023)蘭花除臭環保洗衣膠囊4顆裝
(2023)深層海水萃取抗敏感牙膏30克
(2022)深層海水萃取抗敏感牙膏30克
(2021)白柚除臭環保洗衣膠囊"
5398,慕康生醫,2,2025,7-11 50元商品卡,20.75,100,1.93,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2023)7-11商品卡50元"
5410,國眾,5,2025,7-11 中杯美式咖啡卡,30.95,240,7.75,5 星,電子投票截圖,"(2025)7-11 中杯美式咖啡卡
(2024)7-11商品卡50元
(2023)全家經典中杯美式咖啡券
(2022)7-11中杯美式或現萃茶提貨卡
(2021)全家經典中杯美式咖啡券"
5425,台半,3,2025,宜睿好禮即享券(50元),60,150,1.5,5 星,電子投票截圖,"(2025)宜睿好禮即享券(50元)
(2024)宜睿好禮即享券50元
(2022)7-11商品卡50元"
5426,振發,1,2022,愛佳寶420不鏽鋼料理剪刀,19.7,120,1.22,4 星,,(2022)愛佳寶420不鏽鋼料理剪刀
5438,東友,7,2025,全家 中杯美式咖啡卡,20.3,320,15.45,5 星,電子投票截圖和身分證件正本,"(2025)全家 中杯美式咖啡卡
(2024)全家經典中杯美式咖啡券
(2024)多用途手電筒
(2023)全家經典中杯美式咖啡券
(2022)伊莎貝爾抗菌洗手乳250ml
(2021)全家禮物卡50元
(2021)摩斯 樂雅樂 餐飲兌換卡"
5439,高技,1,2025,7-11 50元商品卡,275,50,0.04,1 星,電子投票截圖,(2025)7-11 50元商品卡
5443,均豪,6,2025,矽膠摺疊杯,96.7,260,3.23,5 星,電子投票截圖,"(2025)矽膠摺疊杯
(2024)全家禮物卡50元
(2024)USB充電式手電筒
(2023)全家禮物卡50元
(2022)GPM運動束口包
(2021)可充電三用照明檯燈（GPM）"
5452,佶優,4,2025,全家 35元商品卡,32.75,140,3.42,5 星,電子投票截圖,"(2025)全家 35元商品卡
(2024)全家禮物卡35元
(2023)全家禮物卡35元
(2022)全家禮物卡35元"
5460,同協,5,2025,魔乾抹布,14.55,210,14.43,5 星,電子投票截圖,"(2025)魔乾抹布
(2024)蜂王洋甘菊舒緩潤膚皂70克二入
(2023)魔乾極超細纖維擦拭布
(2022)魔乾極超細纖維擦拭布(改台灣茶摳二入)
(2021)魔乾極超細纖維擦拭布(改台灣茶摳二入)"
5471,松翰,5,2025,全家便利商店禮物卡50元,41.4,350,8.45,5 星,電子投票截圖,"(2025)全家便利商店禮物卡50元
(2024)全家禮物卡50元
(2023)全家禮物卡100元
(2022)全家禮物卡100元
(2021)全家禮物卡50元"
5475,德宏,5,2025,木槳清潔棉,224,240,1.07,4 星,,"(2025)木槳清潔棉
(2024)伊莎貝爾櫻花香皂
(2023)妙管家強效抗菌洗衣粉
(2022)高級美容香皂
(2021)高級美容香皂"
5478,智冠,5,2025,MyCard點數卡100點,112,280,2.5,5 星,電子投票截圖,"(2025)MyCard點數卡100點
(2024)飛狼FIT形動內陶瓷塗層保溫杯二入組500ml
(2023)MyCard點數卡100點
(2022)MyCard點數卡100點
(2021)智冠 MyCard點數卡100點"
5481,新華,5,2025,35元超商商品卡,21.95,175,7.97,5 星,,"(2025)35元超商商品卡
(2025)7-11 35元商品卡
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
5483,中美晶,5,2025,耐熱玻璃盤,106.5,260,2.44,5 星,電子投票截圖,"(2025)耐熱玻璃盤
(2024)7.5吋日式砂鍋
(2023)迷人兔方形2碗2匙組
(2022)康寧 VISIONS晶彩琥珀8.5吋深盤
(2021)安妮兔碗盤組"
5484,慧友,4,2025,白人牙膏,40.75,200,3.93,5 星,電子投票截圖,"(2025)白人牙膏
(2024)蜂王香氛皂(德國櫻花/英國鬱金香/英國薰衣草)70克一入
(2023)蜂王薰衣草香芬皂70克
(2021)春之玫瑰精油造形香皂乙顆"
5488,松普,5,2025,蜂王小草本皂二入,9.93,205,20.64,5 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)台灣茶摳蜂蜜水嫩皂80克二入
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
5490,同亨,5,2025,7-11 50元商品卡,26.5,250,9.43,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
5498,凱崴,4,2025,毛寶好無比洗衣精,62.4,155,1.99,5 星,電子投票截圖,"(2025)毛寶好無比洗衣精
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元"
5512,力麒,5,2025,老媽拌麵(單包裝),8.17,235,28.76,5 星,電子投票截圖,"(2025)老媽拌麵(單包裝)
(2024)7-11商品卡35元
(2023)清淨海環保洗碗精500g
(2022)清淨海環保洗碗精500g
(2021)清淨海環保洗碗精480g"
5521,工信,6,2025,電子行李秤,14.8,260,21.08,5 星,電子投票截圖,"(2025)電子行李秤
(2024)可折疊旋轉桌面手機支架
(2023)妙管家媽咪廚房三寶
(2022)全家禮物卡50元
(2022)北歐海綿布 17*20公分
(2021)7-11商品卡50元"
5529,鉅陞,2,2021,7-11商品卡100元,25.55,145,2.27,5 星,,"(2021)7-11商品卡100元
(2021)7-11(45元咖啡卡)"
5536,聖暉*,4,2025,7-11 50元商品卡,679,200,0.24,2 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
5603,陸海,4,2025,伊莎貝爾香皂2入,17.65,200,9.07,5 星,電子投票截圖,"(2025)伊莎貝爾香皂2入
(2024)伊莎貝爾櫻花香皂75克二入組
(2023)伊莎貝爾櫻花香皂75克二入組
(2022)伊莎貝爾香皂75克二入"
5608,四維航,6,2025,全家便利商店35元禮物卡(紀念品數量不足時，將以價值相當商品替代),16.55,255,18.49,5 星,電子投票截圖,"(2025)全家便利商店35元禮物卡(紀念品數量不足時，將以價值相當商品替代)
(2024)全家禮物卡35元
(2023)小熊造型方巾二入
(2023)全家禮物卡35元
(2022)小熊造型方巾
(2021)中興富貴平安米200克"
5609,中菲行,5,2025,手機環,80.5,200,2.48,5 星,電子投票截圖,"(2025)手機環
(2024)USB智能語音燈
(2023)折疊式背包
(2022)妙管家口袋杯
(2021)全臉防護面罩"
5701,劍湖山,6,2025,566洗髮露,3.78,280,88.89,5 星,電子投票截圖,"(2025)566洗髮露
(2024)566果萃維生素B洗髮露
(2023)澎澎香浴乳280G
(2022)主題樂園門票
(2022)古坑崁城典藏黑咖啡10包
(2021)古坑崁城典藏黑咖啡10包"
5706,鳳凰,4,2025,證件收納袋,51.1,160,1.75,5 星,電子投票截圖和身分證件正本,"(2025)證件收納袋
(2024)鳳凰旅遊行李綁帶
(2023)鳳凰旅遊行李綁帶
(2022)鳳凰旅遊行李綁帶"
5880,合庫金,1,2023,全家禮物卡100元,23,100,0.87,4 星,,(2023)全家禮物卡100元
5905,南仁湖,5,2025,小墾丁渡假村300元住宿抵用券,8.27,1700,205.56,5 星,電子投票截圖,"(2025)小墾丁渡假村300元住宿抵用券
(2024)小墾丁渡假村300元住宿抵用券
(2023)小墾丁渡假村300元住宿抵用券
(2022)小墾丁渡假村300元住宿抵用券
(2021)小墾丁渡假村500元住宿抵用券"
6005,群益證,2,2025,震動滾珠按摩器,27.8,160,2.3,5 星,電子投票截圖,"(2025)震動滾珠按摩器
(2022)#304不鏽鋼包邊吸管組"
6015,宏遠證,6,2025,抽屜式快充數據收納組,13.3,380,34.29,5 星,電子投票截圖,"(2025)抽屜式快充數據收納組
(2024)仙人掌工具組
(2023)電動按摩梳
(2022)玻璃壺(宏遠證)
(2022)雙層玻璃瓶
(2021)兩用手電筒"
6016,康和證,5,2025,7-11 50元商品卡,17.25,230,9.33,5 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)樂美雅LUMINARC強化餐盤三入組
(2023)7-11商品卡50元
(2022)美琪抗菌香皂100g三顆裝
(2021)樂美雅LUMINARC強化餐盤三入組"
6026,福邦證,4,2025,伊莎貝爾櫻花香皂三入組(含抗菌配方),14.45,185,10.24,5 星,電子投票截圖,"(2025)伊莎貝爾櫻花香皂三入組(含抗菌配方)
(2024)伊莎貝爾櫻花香皂75克三入組
(2023)伊莎貝爾櫻花香皂75克三入組
(2022)7-11商品卡35元"
6104,創惟,5,2025,7-11 50元商品卡,95.1,250,2.63,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)毛寶洗碗精(潔淨強化) 450克
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6108,競國,5,2025,7-11 35元商品卡,15.75,175,11.11,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
6109,亞元,2,2025,7-11 50元商品卡,12.25,100,3.27,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元"
6111,光聚晶電,7,2025,7-11 50元商品卡,43.95,440,14.02,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2025)全家禮物卡50元
(2024)7-11商品卡100元
(2024)驅塵氏雙軌密封夾鏈袋M29入
(2023)可伸縮手機支架
(2022)愛佳寶不鏽鋼保鮮盒600ml
(2021)愛佳寶保溫保冷袋"
6116,彩晶,5,2025,7-11 50元商品卡,8.89,240,27,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)宜睿好禮即享券50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)HANNS品牌購物袋"
6120,達運,2,2025,7-11 35元商品卡,13.15,85,2.59,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡50元"
6122,擎邦,4,2025,修容組,52,230,2.48,5 星,電子投票截圖和身分證件正本,"(2025)修容組
(2024)伊莎貝爾櫻花香皂75克二入組
(2023)伊莎貝爾櫻花香皂75克二入組
(2022)蜂王皂60克二入"
6125,廣運,5,2025,7-11 35元商品卡,59.6,175,2.94,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
